id	modified	institutionCode	collectionCode	basisOfRecord	occurrenceID	catalogNumber	individualCount	sex	lifeStage	eventDate	year	month	day	fieldNotes	countryCode	locality	verbatimCoordinates	verbatimCoordinateSystem	decimalLatitude	decimalLongitude	geodeticDatum	coordinateUncertaintyInMeters	pointRadiusSpatialFit	identifiedBy	scientificName	kingdom	phylum	class	order	family	genus	specificEpithet	nomenclaturalCode
RBINS:Beetles:67	2015-09-10	RBINS	Beetles	PreservedSpecimen	RBINS:Beetles:67	67	2	1M+1F	Adult	1924-06-22	1924	6	22		BE	Lixhe	31UFS82B	UTM 5km	+50.769	+5.659	WGS84	3536	1.5708		Anthaxia nitidula (Linnaeus, 1758)	Animalia	Arthropoda	Insecta	Coleoptera	Buprestidae	Anthaxia	nitidula	ICZN
RBINS:Beetles:68	2015-09-10	RBINS	Beetles	PreservedSpecimen	RBINS:Beetles:68	68	1		Adult	1875-06-27	1875	6	27		BE	Dilbeek	31UES83D	UTM 5km	+50.838	+4.243	WGS84	3536	1.5708		Anthaxia nitidula (Linnaeus, 1758)	Animalia	Arthropoda	Insecta	Coleoptera	Buprestidae	Anthaxia	nitidula	ICZN
RBINS:Beetles:69	2015-09-10	RBINS	Beetles	PreservedSpecimen	RBINS:Beetles:69	69	1		Adult	1898-06-21	1898	6	21		BE	Quareux	31UFR99D	UTM 5km	+50.451	+5.782	WGS84	3536	1.5708		Anthaxia nitidula (Linnaeus, 1758)	Animalia	Arthropoda	Insecta	Coleoptera	Buprestidae	Anthaxia	nitidula	ICZN
RBINS:Beetles:70	2015-09-10	RBINS	Beetles	PreservedSpecimen	RBINS:Beetles:70	70	2	1M+1F	Adult	1865-01-01/1865-12-31	1865				BE	Namur	31UFR39C	UTM 5km	+50.470	+4.867	WGS84	3536	1.5708	Kerremans	Anthaxia nitidula (Linnaeus, 1758)	Animalia	Arthropoda	Insecta	Coleoptera	Buprestidae	Anthaxia	nitidula	ICZN
RBINS:Beetles:71	2015-09-10	RBINS	Beetles	PreservedSpecimen	RBINS:Beetles:71	71	1		Adult	1899-12-31	1899	12	31		BE	Kortessem	31UFS63B	UTM 5km	+50.865	+5.380	WGS84	3536	1.5708	Kerremans	Anthaxia nitidula (Linnaeus, 1758)	Animalia	Arthropoda	Insecta	Coleoptera	Buprestidae	Anthaxia	nitidula	ICZN
RBINS:Beetles:72	2015-09-10	RBINS	Beetles	PreservedSpecimen	RBINS:Beetles:72	72	1	1F	Adult	1899-12-31	1899	12	31		BE	Ivoz-Ramet	31UFS70A	UTM 5km	+50.594	+5.437	WGS84	3536	1.5708	Kerremans	Anthaxia nitidula (Linnaeus, 1758)	Animalia	Arthropoda	Insecta	Coleoptera	Buprestidae	Anthaxia	nitidula	ICZN
RBINS:Beetles:73	2015-09-10	RBINS	Beetles	PreservedSpecimen	RBINS:Beetles:73	73	1		Adult	1866-05-20	1866	5	20		BE	Flémalle	31UFS70A	UTM 5km	+50.594	+5.437	WGS84	3536	1.5708	Kerremans	Anthaxia nitidula (Linnaeus, 1758)	Animalia	Arthropoda	Insecta	Coleoptera	Buprestidae	Anthaxia	nitidula	ICZN
RBINS:Beetles:74	2015-09-10	RBINS	Beetles	PreservedSpecimen	RBINS:Beetles:74	74	2	1M+1undef	Adult	1899-12-31	1899	12	31		BE	Flémalle	31UFS70A	UTM 5km	+50.594	+5.437	WGS84	3536	1.5708	Kerremans	Anthaxia nitidula (Linnaeus, 1758)	Animalia	Arthropoda	Insecta	Coleoptera	Buprestidae	Anthaxia	nitidula	ICZN
RBINS:Beetles:75	2015-09-10	RBINS	Beetles	PreservedSpecimen	RBINS:Beetles:75	75	1	1M	Adult	1899-12-31	1899	12	31		BE	Ehein	31UFS70C	UTM 5km	+50.549	+5.435	WGS84	3536	1.5708	Kerremans	Anthaxia nitidula (Linnaeus, 1758)	Animalia	Arthropoda	Insecta	Coleoptera	Buprestidae	Anthaxia	nitidula	ICZN
RBINS:Beetles:76	2015-09-10	RBINS	Beetles	PreservedSpecimen	RBINS:Beetles:76	76	1		Adult	1890-03-15	1890	3	15		BE	Esneux	31UFS80C	UTM 5km	+50.546	+5.576	WGS84	3536	1.5708		Anthaxia nitidula (Linnaeus, 1758)	Animalia	Arthropoda	Insecta	Coleoptera	Buprestidae	Anthaxia	nitidula	ICZN
RBINS:Beetles:77	2015-09-10	RBINS	Beetles	PreservedSpecimen	RBINS:Beetles:77	77	1		Adult	1889-06-08	1889	6	8		BE	Colonster	31UFS80A	UTM 5km	+50.591	+5.578	WGS84	3536	1.5708	Simon A.	Anthaxia nitidula (Linnaeus, 1758)	Animalia	Arthropoda	Insecta	Coleoptera	Buprestidae	Anthaxia	nitidula	ICZN
RBINS:Beetles:78	2015-09-10	RBINS	Beetles	PreservedSpecimen	RBINS:Beetles:78	78	2		Adult	1879-06-22	1879	6	22		BE	Namêche	31UFR49C	UTM 5km	+50.467	+5.008	WGS84	3536	1.5708	Kerremans	Anthaxia nitidula (Linnaeus, 1758)	Animalia	Arthropoda	Insecta	Coleoptera	Buprestidae	Anthaxia	nitidula	ICZN
RBINS:Beetles:79	2015-09-10	RBINS	Beetles	PreservedSpecimen	RBINS:Beetles:79	79	2	1M+1undef	Adult	1910-06-01	1910	6	1		BE	Saint-Servais	31UFR39C	UTM 5km	+50.470	+4.867	WGS84	3536	1.5708	Simon A.	Anthaxia nitidula (Linnaeus, 1758)	Animalia	Arthropoda	Insecta	Coleoptera	Buprestidae	Anthaxia	nitidula	ICZN
RBINS:Beetles:80	2015-09-10	RBINS	Beetles	PreservedSpecimen	RBINS:Beetles:80	80	1	1M	Adult	1912-05-15	1912	5	15		BE	Saint-Servais	31UFR39C	UTM 5km	+50.470	+4.867	WGS84	3536	1.5708	Simon A.	Anthaxia nitidula (Linnaeus, 1758)	Animalia	Arthropoda	Insecta	Coleoptera	Buprestidae	Anthaxia	nitidula	ICZN
RBINS:Beetles:81	2015-09-10	RBINS	Beetles	PreservedSpecimen	RBINS:Beetles:81	81	1		Adult	1935-05-01	1935	5	1		BE	Comblain-au-Pont	31UFR89A	UTM 5km	+50.501	+5.574	WGS84	3536	1.5708		Anthaxia nitidula (Linnaeus, 1758)	Animalia	Arthropoda	Insecta	Coleoptera	Buprestidae	Anthaxia	nitidula	ICZN
RBINS:Beetles:82	2015-09-10	RBINS	Beetles	PreservedSpecimen	RBINS:Beetles:82	82	1		Adult	1943-05-13	1943	5	13		BE	Maredsous	31UFR27D	UTM 5km	+50.291	+4.790	WGS84	3536	1.5708		Anthaxia nitidula (Linnaeus, 1758)	Animalia	Arthropoda	Insecta	Coleoptera	Buprestidae	Anthaxia	nitidula	ICZN
RBINS:Beetles:83	2015-09-10	RBINS	Beetles	PreservedSpecimen	RBINS:Beetles:83	83	1		Adult	1947-07-23	1947	7	23		BE	Maredsous	31UFR27D	UTM 5km	+50.291	+4.790	WGS84	3536	1.5708	Catelin F., Derenne E.	Anthaxia nitidula (Linnaeus, 1758)	Animalia	Arthropoda	Insecta	Coleoptera	Buprestidae	Anthaxia	nitidula	ICZN
RBINS:Beetles:84	2015-09-10	RBINS	Beetles	PreservedSpecimen	RBINS:Beetles:84	84	1		Adult	1945-06-01	1945	6	1		BE	Yvoir	31UFR37B	UTM 5km	+50.334	+4.932	WGS84	3536	1.5708		Anthaxia nitidula (Linnaeus, 1758)	Animalia	Arthropoda	Insecta	Coleoptera	Buprestidae	Anthaxia	nitidula	ICZN
RBINS:Beetles:85	2015-09-10	RBINS	Beetles	PreservedSpecimen	RBINS:Beetles:85	85	1		Adult	1945-06-01	1945	6	1		BE	Yvoir	31UFR37B	UTM 5km	+50.334	+4.932	WGS84	3536	1.5708		Anthaxia nitidula (Linnaeus, 1758)	Animalia	Arthropoda	Insecta	Coleoptera	Buprestidae	Anthaxia	nitidula	ICZN
RBINS:Beetles:86	2015-09-10	RBINS	Beetles	PreservedSpecimen	RBINS:Beetles:86	86	1		Adult	1947-06-14	1947	6	14		BE	Houx	31UFR37B	UTM 5km	+50.334	+4.932	WGS84	3536	1.5708		Anthaxia nitidula (Linnaeus, 1758)	Animalia	Arthropoda	Insecta	Coleoptera	Buprestidae	Anthaxia	nitidula	ICZN
RBINS:Beetles:87	2015-09-10	RBINS	Beetles	PreservedSpecimen	RBINS:Beetles:87	87	1		Adult	1953-05-14	1953	5	14		BE	Banneux	31UFS90C	UTM 5km	+50.543	+5.717	WGS84	3536	1.5708		Anthaxia nitidula (Linnaeus, 1758)	Animalia	Arthropoda	Insecta	Coleoptera	Buprestidae	Anthaxia	nitidula	ICZN
RBINS:Beetles:88	2015-09-10	RBINS	Beetles	PreservedSpecimen	RBINS:Beetles:88	88	1		Adult	1954-06-16	1954	6	16		BE	Ben-Ahin	31UFR59A	UTM 5km	+50.510	+5.151	WGS84	3536	1.5708		Anthaxia nitidula (Linnaeus, 1758)	Animalia	Arthropoda	Insecta	Coleoptera	Buprestidae	Anthaxia	nitidula	ICZN
RBINS:Beetles:89	2015-09-10	RBINS	Beetles	PreservedSpecimen	RBINS:Beetles:89	89	1		Adult	1936-06-27	1936	6	27		BE	Durbuy	31UFR77B	UTM 5km	+50.323	+5.494	WGS84	3536	1.5708		Anthaxia nitidula (Linnaeus, 1758)	Animalia	Arthropoda	Insecta	Coleoptera	Buprestidae	Anthaxia	nitidula	ICZN
RBINS:Beetles:90	2015-09-10	RBINS	Beetles	PreservedSpecimen	RBINS:Beetles:90	90	1		Adult	2002-07-07	2002	7	7	butine Seseli libanotis (ancienne voie ferrée)	BE	Hastière	31UFR26D	UTM 5km	+50.201	+4.787	WGS84	3536	1.5708	Baugnée J.-Y.	Anthaxia nitidula (Linnaeus, 1758)	Animalia	Arthropoda	Insecta	Coleoptera	Buprestidae	Anthaxia	nitidula	ICZN
RBINS:Beetles:91	2015-09-10	RBINS	Beetles	PreservedSpecimen	RBINS:Beetles:91	91	6		Adult	1944-06-27	1944	6	27		BE	Lisogne	31UFR37D	UTM 5km	+50.289	+4.930	WGS84	3536	1.5708	Cremer R.	Anthaxia quadripunctata (Linnaeus, 1758)	Animalia	Arthropoda	Insecta	Coleoptera	Buprestidae	Anthaxia	quadripunctata	ICZN
RBINS:Beetles:92	2015-09-10	RBINS	Beetles	PreservedSpecimen	RBINS:Beetles:92	92	16		Adult	1944-07-01	1944	7	1		BE	Lisogne	31UFR37D	UTM 5km	+50.289	+4.930	WGS84	3536	1.5708		Anthaxia quadripunctata (Linnaeus, 1758)	Animalia	Arthropoda	Insecta	Coleoptera	Buprestidae	Anthaxia	quadripunctata	ICZN
RBINS:Beetles:93	2015-09-10	RBINS	Beetles	PreservedSpecimen	RBINS:Beetles:93	93	69	23M+46F	Adult	1954-06-01	1954	6	1		BE	Lisogne	31UFR37D	UTM 5km	+50.289	+4.930	WGS84	3536	1.5708	Simon A.	Anthaxia quadripunctata (Linnaeus, 1758)	Animalia	Arthropoda	Insecta	Coleoptera	Buprestidae	Anthaxia	quadripunctata	ICZN
RBINS:Beetles:94	2015-09-10	RBINS	Beetles	PreservedSpecimen	RBINS:Beetles:94	94	25		Adult	1951-07-01	1951	7	1		BE	Banneux	31UFS90C	UTM 5km	+50.543	+5.717	WGS84	3536	1.5708		Anthaxia quadripunctata (Linnaeus, 1758)	Animalia	Arthropoda	Insecta	Coleoptera	Buprestidae	Anthaxia	quadripunctata	ICZN
RBINS:Beetles:95	2015-09-10	RBINS	Beetles	PreservedSpecimen	RBINS:Beetles:95	95	20		Adult	1941-06-02	1941	6	2		BE	Loën	31UFS92C	UTM 5km	+50.722	+5.727	WGS84	3536	1.5708		Anthaxia quadripunctata (Linnaeus, 1758)	Animalia	Arthropoda	Insecta	Coleoptera	Buprestidae	Anthaxia	quadripunctata	ICZN
RBINS:Beetles:96	2015-09-10	RBINS	Beetles	PreservedSpecimen	RBINS:Beetles:96	96	1		Adult	1940-08-16	1940	8	16		BE	Kalmthout	31UFS09C	UTM 5km	+51.374	+4.473	WGS84	3536	1.5708		Anthaxia quadripunctata (Linnaeus, 1758)	Animalia	Arthropoda	Insecta	Coleoptera	Buprestidae	Anthaxia	quadripunctata	ICZN
RBINS:Beetles:97	2015-09-10	RBINS	Beetles	PreservedSpecimen	RBINS:Beetles:97	97	6		Adult	1948-05-01	1948	5	1		BE	Kalmthout	31UFS09C	UTM 5km	+51.374	+4.473	WGS84	3536	1.5708		Anthaxia quadripunctata (Linnaeus, 1758)	Animalia	Arthropoda	Insecta	Coleoptera	Buprestidae	Anthaxia	quadripunctata	ICZN
RBINS:Beetles:98	2015-09-10	RBINS	Beetles	PreservedSpecimen	RBINS:Beetles:98	98	3		Adult	1935-06-28	1935	6	28		BE	Goé	31UGS00B	UTM 5km	+50.582	+5.931	WGS84	3536	1.5708		Anthaxia quadripunctata (Linnaeus, 1758)	Animalia	Arthropoda	Insecta	Coleoptera	Buprestidae	Anthaxia	quadripunctata	ICZN
RBINS:Beetles:99	2015-09-10	RBINS	Beetles	PreservedSpecimen	RBINS:Beetles:99	99	3		Adult	1935-07-01	1935	7	1		BE	Goé	31UGS00B	UTM 5km	+50.582	+5.931	WGS84	3536	1.5708		Anthaxia quadripunctata (Linnaeus, 1758)	Animalia	Arthropoda	Insecta	Coleoptera	Buprestidae	Anthaxia	quadripunctata	ICZN
RBINS:Beetles:100	2015-09-10	RBINS	Beetles	PreservedSpecimen	RBINS:Beetles:100	100	1		Adult	1935-07-10	1935	7	10		BE	Goé	31UGS00B	UTM 5km	+50.582	+5.931	WGS84	3536	1.5708		Anthaxia quadripunctata (Linnaeus, 1758)	Animalia	Arthropoda	Insecta	Coleoptera	Buprestidae	Anthaxia	quadripunctata	ICZN
